record_id,class,failure_score,predicted_class,priority_level,recommended_action
11989,pos,0.97625048175496,pos,alta,inspeccion inmediata
14217,neg,0.9750015602265967,pos,alta,inspeccion inmediata
4933,pos,0.9746096964175207,pos,alta,inspeccion inmediata
10005,neg,0.9737892356868759,pos,alta,inspeccion inmediata
4414,neg,0.9736834814913903,pos,alta,inspeccion inmediata
13235,pos,0.9736014556259256,pos,alta,inspeccion inmediata
13856,neg,0.973587751000721,pos,alta,inspeccion inmediata
7639,neg,0.9735364943346142,pos,alta,inspeccion inmediata
14441,neg,0.9734434447325582,pos,alta,inspeccion inmediata
4866,neg,0.9729205963076559,pos,alta,inspeccion inmediata
11470,pos,0.9721172285532832,pos,alta,inspeccion inmediata
9134,pos,0.972083290204246,pos,alta,inspeccion inmediata
3293,pos,0.9720065487424723,pos,alta,inspeccion inmediata
12698,pos,0.9718887442776666,pos,alta,inspeccion inmediata
14594,pos,0.9717924768410982,pos,alta,inspeccion inmediata
12831,pos,0.9705333187237271,pos,alta,inspeccion inmediata
13636,pos,0.9703270365397512,pos,alta,inspeccion inmediata
9950,neg,0.9702947144903976,pos,alta,inspeccion inmediata
5070,pos,0.9697080919939945,pos,alta,inspeccion inmediata
4973,neg,0.9691395390672742,pos,alta,inspeccion inmediata
1592,pos,0.9686255654428194,pos,alta,inspeccion inmediata
8605,pos,0.9681900402592171,pos,alta,inspeccion inmediata
9854,pos,0.9679886103209956,pos,alta,inspeccion inmediata
2341,pos,0.9674711511555534,pos,alta,inspeccion inmediata
5084,neg,0.9673932255003054,pos,alta,inspeccion inmediata
14883,pos,0.9673578613311595,pos,alta,inspeccion inmediata
4694,pos,0.9665291933794271,pos,alta,inspeccion inmediata
2774,pos,0.9657671355395063,pos,alta,inspeccion inmediata
2473,pos,0.9653389972312673,pos,alta,inspeccion inmediata
9730,pos,0.9652515311156031,pos,alta,inspeccion inmediata
5357,neg,0.9649605937314362,pos,alta,inspeccion inmediata
7870,pos,0.9635397369983064,pos,alta,inspeccion inmediata
1257,pos,0.9631928787531553,pos,alta,inspeccion inmediata
4813,pos,0.9631928787531553,pos,alta,inspeccion inmediata
14499,pos,0.9620229389763679,pos,alta,inspeccion inmediata
1488,pos,0.9597002880175766,pos,alta,inspeccion inmediata
12344,pos,0.958263141108485,pos,alta,inspeccion inmediata
5092,pos,0.9581616593432446,pos,alta,inspeccion inmediata
15195,pos,0.9576496859108555,pos,alta,inspeccion inmediata
14813,pos,0.9562193114897344,pos,alta,inspeccion inmediata
12150,pos,0.9560864575267226,pos,alta,inspeccion inmediata
14354,pos,0.9556802929094604,pos,alta,inspeccion inmediata
2310,neg,0.9556226091876516,pos,alta,inspeccion inmediata
11197,neg,0.9545277803508356,pos,alta,inspeccion inmediata
6738,pos,0.9541038359739739,pos,alta,inspeccion inmediata
1740,pos,0.9534027841427668,pos,alta,inspeccion inmediata
5448,neg,0.9532690181401848,pos,alta,inspeccion inmediata
7370,neg,0.9530934331833397,pos,alta,inspeccion inmediata
13642,pos,0.9527061969099699,pos,alta,inspeccion inmediata
13563,pos,0.9519732356620951,pos,alta,inspeccion inmediata
2147,neg,0.9514547011170421,pos,alta,inspeccion inmediata
8228,pos,0.9513995555214839,pos,alta,inspeccion inmediata
11397,pos,0.9512696414748364,pos,alta,inspeccion inmediata
14405,neg,0.9511034547089634,pos,alta,inspeccion inmediata
11046,pos,0.950961014398151,pos,alta,inspeccion inmediata
5584,pos,0.9508829010450717,pos,alta,inspeccion inmediata
465,pos,0.9508829010450717,pos,alta,inspeccion inmediata
5158,pos,0.9493564899444175,pos,alta,inspeccion inmediata
3217,pos,0.9491117576108591,pos,alta,inspeccion inmediata
10804,pos,0.9485627273148544,pos,alta,inspeccion inmediata
1687,pos,0.9484143603309633,pos,alta,inspeccion inmediata
12263,pos,0.9471037138604245,pos,alta,inspeccion inmediata
486,pos,0.9468685540774422,pos,alta,inspeccion inmediata
4088,pos,0.9467755568083517,pos,alta,inspeccion inmediata
4113,pos,0.9456267272506329,pos,alta,inspeccion inmediata
14031,pos,0.9430257291266196,pos,alta,inspeccion inmediata
10601,neg,0.94235693439969,pos,alta,inspeccion inmediata
11995,pos,0.9418148668803862,pos,alta,inspeccion inmediata
3400,pos,0.941281121133089,pos,alta,inspeccion inmediata
12768,pos,0.9403622044806854,pos,alta,inspeccion inmediata
3040,pos,0.9379220132689373,pos,alta,inspeccion inmediata
8085,pos,0.9375214763459823,pos,alta,inspeccion inmediata
12468,pos,0.9366917171018486,pos,alta,inspeccion inmediata
4327,neg,0.9357380765469501,pos,alta,inspeccion inmediata
786,pos,0.9353011392180525,pos,alta,inspeccion inmediata
12154,pos,0.934462304760365,pos,alta,inspeccion inmediata
9549,neg,0.9337091588308658,pos,alta,inspeccion inmediata
7272,pos,0.9334080292735881,pos,alta,inspeccion inmediata
4317,neg,0.9329402228296813,pos,alta,inspeccion inmediata
11004,pos,0.9326793851568586,pos,alta,inspeccion inmediata
14309,pos,0.9315582434653019,pos,alta,inspeccion inmediata
14664,pos,0.9310097376747375,pos,alta,inspeccion inmediata
6059,neg,0.9282247997682418,pos,alta,inspeccion inmediata
14108,neg,0.9280950924359943,pos,alta,inspeccion inmediata
697,pos,0.9274609455981564,pos,alta,inspeccion inmediata
4682,pos,0.9264105452656587,pos,alta,inspeccion inmediata
9503,pos,0.9250305176558997,pos,alta,inspeccion inmediata
5672,neg,0.9244617393381866,pos,alta,inspeccion inmediata
13194,pos,0.9238479650175976,pos,alta,inspeccion inmediata
2151,neg,0.923394834354164,pos,alta,inspeccion inmediata
13660,pos,0.921294150165895,pos,alta,inspeccion inmediata
6955,neg,0.9211397754109751,pos,alta,inspeccion inmediata
1912,neg,0.9197320901978464,pos,alta,inspeccion inmediata
3309,pos,0.9177988221063098,pos,alta,inspeccion inmediata
7969,pos,0.9134782080579686,pos,alta,inspeccion inmediata
13873,pos,0.9134782080579686,pos,alta,inspeccion inmediata
14175,pos,0.9130660342683863,pos,alta,inspeccion inmediata
4935,pos,0.9122735150494574,pos,alta,inspeccion inmediata
1326,neg,0.9112865876412242,pos,alta,inspeccion inmediata
8137,neg,0.9094562621636644,pos,alta,inspeccion inmediata
10144,neg,0.9070025983436947,pos,alta,inspeccion inmediata
7252,pos,0.9045098005471194,pos,alta,inspeccion inmediata
5886,pos,0.9045098005471194,pos,alta,inspeccion inmediata
12165,neg,0.9040651936911218,pos,alta,inspeccion inmediata
15621,neg,0.8967989439082565,pos,alta,inspeccion inmediata
5555,pos,0.8950342393667556,pos,alta,inspeccion inmediata
15108,pos,0.8935012050114027,pos,alta,inspeccion inmediata
14314,pos,0.8910181089439144,pos,alta,inspeccion inmediata
12731,pos,0.8898243174979172,pos,alta,inspeccion inmediata
5505,neg,0.8879237541033281,pos,alta,inspeccion inmediata
3193,pos,0.8856639068852751,pos,alta,inspeccion inmediata
15341,neg,0.8852275329399439,pos,alta,inspeccion inmediata
9868,neg,0.8790595343000545,pos,alta,inspeccion inmediata
14641,neg,0.875677218620636,pos,alta,inspeccion inmediata
1403,neg,0.8738203550485778,pos,alta,inspeccion inmediata
10328,neg,0.8737049446705879,pos,alta,inspeccion inmediata
13821,pos,0.8711108597281373,pos,alta,inspeccion inmediata
3264,neg,0.8691307253006713,pos,alta,inspeccion inmediata
14967,neg,0.8680882470353048,pos,alta,inspeccion inmediata
5417,neg,0.8675153746983488,pos,alta,inspeccion inmediata
10775,neg,0.8647878432354411,pos,alta,inspeccion inmediata
2787,neg,0.8645143180617532,pos,alta,inspeccion inmediata
7282,neg,0.8629156915850567,pos,alta,inspeccion inmediata
1346,neg,0.8627754984600025,pos,alta,inspeccion inmediata
9425,neg,0.8598588682280313,pos,alta,inspeccion inmediata
3497,neg,0.8549982669266812,pos,alta,inspeccion inmediata
1517,pos,0.8534573674895503,pos,alta,inspeccion inmediata
12888,neg,0.8514685354777881,pos,alta,inspeccion inmediata
100,pos,0.8458542136267835,pos,alta,inspeccion inmediata
5381,neg,0.8455984540838514,pos,alta,inspeccion inmediata
12565,neg,0.8446912982967145,pos,alta,inspeccion inmediata
2773,neg,0.843483683995913,pos,alta,inspeccion inmediata
14020,neg,0.8429858156166704,pos,alta,inspeccion inmediata
345,neg,0.8411779195808126,pos,alta,inspeccion inmediata
1967,pos,0.8395304717919206,pos,alta,inspeccion inmediata
9233,pos,0.8381216637185499,pos,alta,inspeccion inmediata
5315,neg,0.8373313895803568,pos,alta,inspeccion inmediata
10237,pos,0.8356106628668474,pos,alta,inspeccion inmediata
14877,neg,0.8347098535970773,pos,alta,inspeccion inmediata
7933,neg,0.8345357366640371,pos,alta,inspeccion inmediata
12293,neg,0.8322605240346118,pos,alta,inspeccion inmediata
9913,neg,0.8309073244822132,pos,alta,inspeccion inmediata
9407,neg,0.8254289652655893,pos,alta,inspeccion inmediata
14794,neg,0.8213592496307819,pos,alta,inspeccion inmediata
15880,neg,0.8213588397409081,pos,alta,inspeccion inmediata
3314,neg,0.8210976668717463,pos,alta,inspeccion inmediata
12056,neg,0.8188661964794575,pos,alta,inspeccion inmediata
10745,neg,0.817857389856568,pos,alta,inspeccion inmediata
13971,neg,0.8132764691293296,pos,alta,inspeccion inmediata
11280,neg,0.8119980192621608,pos,alta,inspeccion inmediata
11560,neg,0.8115902594492663,pos,alta,inspeccion inmediata
308,neg,0.8096211175444719,pos,alta,inspeccion inmediata
443,pos,0.8079997577512488,pos,alta,inspeccion inmediata
4810,neg,0.806430692606317,pos,alta,inspeccion inmediata
6686,neg,0.806430692606317,pos,alta,inspeccion inmediata
2201,neg,0.8062874418437801,pos,alta,inspeccion inmediata
11852,neg,0.8039036303233186,pos,alta,inspeccion inmediata
1338,neg,0.8034887071649065,pos,alta,inspeccion inmediata
2843,pos,0.7938318256718251,pos,alta,inspeccion inmediata
5286,pos,0.7895364572718679,pos,alta,inspeccion inmediata
6134,neg,0.7865717790706503,pos,alta,inspeccion inmediata
2174,neg,0.7856553530257707,pos,alta,inspeccion inmediata
1982,neg,0.7816838535083153,pos,alta,inspeccion inmediata
11424,pos,0.7802870708402816,pos,alta,inspeccion inmediata
416,neg,0.7769689421795486,pos,alta,inspeccion inmediata
13983,pos,0.7761570721784147,pos,alta,inspeccion inmediata
10996,neg,0.7745781024368785,pos,alta,inspeccion inmediata
106,neg,0.7728557952274723,pos,alta,inspeccion inmediata
8239,neg,0.770331942458371,pos,alta,inspeccion inmediata
4481,neg,0.7699597582245892,pos,alta,inspeccion inmediata
7733,neg,0.7690622474166144,pos,alta,inspeccion inmediata
487,pos,0.768988255587164,pos,alta,inspeccion inmediata
12259,neg,0.7679178365655547,pos,alta,inspeccion inmediata
2260,neg,0.76255706208711,pos,alta,inspeccion inmediata
3308,neg,0.7616798316800842,pos,alta,inspeccion inmediata
524,pos,0.7605548002618706,pos,alta,inspeccion inmediata
15470,neg,0.7572997604569371,pos,alta,inspeccion inmediata
7505,pos,0.7500326978273405,pos,alta,inspeccion inmediata
4466,neg,0.749458926706228,pos,alta,inspeccion inmediata
13476,pos,0.7493759447577986,pos,alta,inspeccion inmediata
7153,pos,0.7451416190512161,pos,alta,inspeccion inmediata
13076,neg,0.7439465346690948,pos,alta,inspeccion inmediata
12767,neg,0.739006289465207,pos,alta,inspeccion inmediata
5360,neg,0.7366217645059339,pos,alta,inspeccion inmediata
536,neg,0.7353576082615135,pos,alta,inspeccion inmediata
8619,neg,0.7342923248490445,pos,alta,inspeccion inmediata
14222,pos,0.7341031244076512,pos,alta,inspeccion inmediata
6610,pos,0.7307688596780911,pos,alta,inspeccion inmediata
1784,pos,0.7307352698925405,pos,alta,inspeccion inmediata
9529,neg,0.7284590415110779,pos,alta,inspeccion inmediata
14123,neg,0.7271389191771691,pos,alta,inspeccion inmediata
7631,neg,0.7247968370505288,pos,alta,inspeccion inmediata
15241,pos,0.721999658077856,pos,alta,inspeccion inmediata
7254,neg,0.7167589001878564,pos,alta,inspeccion inmediata
12809,neg,0.7164296662574998,pos,alta,inspeccion inmediata
11603,pos,0.7156870039737981,pos,alta,inspeccion inmediata
4095,neg,0.714738964549466,pos,alta,inspeccion inmediata
1944,neg,0.7129864709567257,pos,alta,inspeccion inmediata
1468,pos,0.701209415684001,pos,alta,inspeccion inmediata
4859,neg,0.6955117035708205,pos,alta,inspeccion inmediata
14589,neg,0.6953376620228882,pos,alta,inspeccion inmediata
958,neg,0.6928483198879732,pos,alta,inspeccion inmediata
7872,neg,0.6863985438583002,pos,alta,inspeccion inmediata
14480,neg,0.6831939296464048,pos,alta,inspeccion inmediata
14932,pos,0.6823939811515126,pos,alta,inspeccion inmediata
14128,neg,0.6747342875144514,pos,alta,inspeccion inmediata
105,neg,0.6723775203749843,pos,alta,inspeccion inmediata
9565,pos,0.6714784210123698,pos,alta,inspeccion inmediata
9103,neg,0.6706266535861347,pos,alta,inspeccion inmediata
11390,pos,0.670507861089038,pos,alta,inspeccion inmediata
1972,pos,0.6627065727050464,pos,alta,inspeccion inmediata
5145,neg,0.662514890039374,pos,alta,inspeccion inmediata
1548,neg,0.6601023096509311,pos,alta,inspeccion inmediata
8461,neg,0.6601023096509311,pos,alta,inspeccion inmediata
459,neg,0.659212467178576,pos,alta,inspeccion inmediata
14330,neg,0.6571453612116328,pos,alta,inspeccion inmediata
6779,neg,0.6534592524238596,pos,alta,inspeccion inmediata
8244,pos,0.6514420996514827,pos,alta,inspeccion inmediata
